Reference #,START DATE,END DATE,VendorNumber,Category MATERIAL GROUP,Category NAME,Vendor performance,ParentOANumber2,OA number,RestrictedUSVendor,PurchasingGroupNumber,AutoPOCategory,MaxAutoPOValueEx,AutoPOType,AuthorizationGroupName,AribaSupplierGroup
2413,2024-03-30,2027-03-30,59270037,1692,IT,Good,600001515,600001515,Y,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2391,2024-04-01,2027-04-02,57026838,1812,Telecom Equip,Good,600001489,600001489,Y,314,No Auto-PO,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2648,2020-10-28,2027-04-05,59547037,2832,Training Svcs,Excellent,440002319,440002319,N,135,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2026,2020-05-13,2024-05-14,59093337,2792,Site Safety Svcs,Average,440002248,440002248,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1450,2020-04-05,2027-04-06,50979937,2832,Training Svcs,Excellent,440002221,440002221,N,135,Exception,"10,000,000.00 CAD",FO,NON-CONFIDENTIAL,Service Entry Sheet First
2028,2022-08-10,2022-09-04,53765656,1802,Switchgear,Developing,600000592,600000592,N,314,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2029,2022-05-15,2022-06-14,53765657,1802,Switchgear,Good,600000448,600000448,N,323,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2030,2019-06-15,2024-08-13,53765657,2692,Equip Install & Comm,Developing,600000455,600000455,N,111,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
3089,2024-04-03,2027-04-13,60301337,1702,Major Gen Powerhouse,Good,600001510,600001510,N,302,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2032,2021-05-01,2025-04-30,53765657,2712,Equip Test/Maint/Rep,Excellent,600000888,600000888,N,131,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2033,2019-04-21,2022-08-09,55955646,2722,Field Waste Mgmt,Average,440001966,440001966,N,129,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2034,2019-04-21,2022-08-09,55955646,2722,Field Waste Mgmt,Excellent,440001967,440001967,N,129,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2035,2019-04-15,2022-04-15,54977354,1722,MRO-Gen Indus/Safety,Average,440001971,440001971,N,701,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2036,2018-10-13,2021-04-14,54287837,2622,Construction Equip,Developing,440001973,440001973,N,104,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
97,2016-08-03,2027-04-14,49712037,1722,MRO-Gen Indus/Safety,Average,429999480,429999480,N,707,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
157,2021-04-15,2027-04-14,52963539,2622,Construction Equip,Excellent,440002393,440002393,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
158,2021-04-15,2027-04-14,55113837,2622,Construction Equip,Average,440002394,440002394,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
161,2021-04-15,2027-04-14,54212037,2622,Construction Equip,Average,440002408,440002408,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
166,2021-04-15,2027-04-14,56726737,2622,Construction Equip,Excellent,440002414,440002414,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2042,2019-06-15,2023-12-19,57274438,1692,IT,Good,440001992,599999475,N,134,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2043,2019-06-15,2024-06-13,57274438,1692,IT,Good,440001992,599999476,N,134,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2044,2019-06-15,2024-06-13,57274438,1692,IT,Developing,440001992,599999477,N,134,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2045,2019-06-15,2024-06-13,59160137,3602,Not address by SC,Poor,440001999,440001999,Y,131,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
169,2021-04-15,2027-04-14,52211338,2622,Construction Equip,Developing,440002419,440002419,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2047,2019-06-15,2024-06-13,54781538,2632,Consulting Svcs,Average,440002000,440002000,Y,103,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2048,2019-02-03,2021-04-14,57295837,2622,Construction Equip,Good,440002001,440002001,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2049,2021-04-15,2024-02-18,57295837,2622,Construction Equip,Good,440002581,440002581,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
171,2021-04-15,2027-04-14,51010337,2622,Construction Equip,Excellent,440002421,440002421,N,138,Services,"10,000,000.00 CAD",NB,UNSECURED,Invoice First
181,2021-04-15,2027-04-14,50953338,2622,Construction Equip,Poor,440002446,440002446,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
189,2021-04-15,2027-04-14,57282537,2622,Construction Equip,Excellent,440002457,440002457,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
194,2021-04-15,2027-04-14,50856537,2622,Construction Equip,Poor,440002464,440002464,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2054,2023-10-18,2024-04-24,57740837,1692,IT,Poor,600001359,600001359,N,129,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
196,2021-04-15,2027-04-14,55470337,2622,Construction Equip,Poor,440002465,440002465,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2056,2019-06-18,2021-09-13,56742737,1792,Security & Safety Sy,Good,440002007,440002007,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
217,2021-04-15,2027-04-14,54983337,2622,Construction Equip,Excellent,440002493,440002493,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2058,2019-07-16,2021-04-14,58906037,2622,Construction Equip,Excellent,440002009,440002009,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2059,2012-06-14,2021-12-13,57165637,2862,Vegetation Mgmt,Average,440002010,440002010,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2060,2012-06-14,2021-12-13,57165637,2862,Vegetation Mgmt,Good,440002011,440002011,N,119,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2061,2019-06-15,2021-12-13,57164937,2702,Equip Rental,Excellent,440002018,440002018,N,126,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
533,2013-01-13,2027-04-14,53095337,2782,Quality Mgmt/Inspect,Average,439999981,439999981,N,140,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2063,2019-07-16,2021-06-14,58877637,2812,Tech/Specialized Svc,Good,440002024,440002024,N,131,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
567,2012-12-14,2027-04-14,55140540,1692,IT,Good,440000003,440000003,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
581,2025-04-15,2027-04-14,49784638,2682,Environment Svc,Good,600002109,600002109,N,104,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
724,2021-04-15,2027-04-14,53408437,2622,Construction Equip,Good,440002455,440002455,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
729,2021-04-15,2027-04-14,50005437,2622,Construction Equip,Good,440002392,440002392,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
755,2021-04-15,2027-04-14,50599737,2622,Construction Equip,Good,440002534,440002534,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
979,2021-04-15,2027-04-14,51129437,2622,Construction Equip,Excellent,440002478,440002478,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
984,2025-05-16,2027-04-14,51129437,2622,Construction Equip,Good,600002249,600002249,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
996,2021-04-15,2027-04-14,50991637,2622,Construction Equip,Average,440002538,440002538,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1033,2021-04-15,2027-04-14,50225838,2622,Construction Equip,Poor,440002420,440002420,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1254,2021-04-15,2027-04-14,53556137,2622,Construction Equip,Developing,440002412,440002412,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2074,2019-09-15,2022-09-14,55116738,1692,IT,Excellent,440002034,440002034,N,120,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2075,2019-08-31,2022-08-30,59232737,2832,Training Svcs,Developing,440002035,440002035,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2076,2015-06-11,2021-04-11,53882737,100000592,Meters,Good,599999423,599999423,Y,100,Not assigned,"10,000,000.00 CAD",#,Not assigned,
1405,2021-04-15,2027-04-14,57399637,2622,Construction Equip,Poor,440002432,440002432,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1424,2024-12-15,2027-04-14,54031037,2622,Construction Equip,Excellent,600001926,600001926,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1441,2021-04-15,2027-04-14,57026237,2622,Construction Equip,Average,440002416,440002416,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1517,2021-12-14,2027-04-14,57885137,2622,Construction Equip,Excellent,600000061,600000061,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1695,2025-04-15,2027-04-14,58931037,2682,Environment Svc,Excellent,600002112,600002112,N,120,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2082,2019-08-31,2024-08-29,58995537,2832,Training Svcs,Excellent,440002044,440002044,N,132,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2083,2021-01-13,2024-01-13,58995537,2832,Training Svcs,Excellent,440002339,440002339,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1707,2021-04-15,2027-04-14,52058137,2622,Construction Equip,Average,440002407,440002407,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2085,2019-10-06,2022-03-14,57829937,2862,Vegetation Mgmt,Developing,440002049,440002049,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
2086,2019-10-06,2021-12-13,57829937,2862,Vegetation Mgmt,Excellent,440002050,440002050,N,119,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
1728,2021-04-15,2027-04-14,52192238,2622,Construction Equip,Excellent,440002458,440002458,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1741,2021-04-15,2027-04-14,57416237,2622,Construction Equip,Excellent,440002417,440002417,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1783,2021-04-15,2027-04-14,53026837,2622,Construction Equip,Excellent,440002447,440002447,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1792,2021-04-15,2027-04-14,58993537,2622,Construction Equip,Developing,440002467,440002467,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1931,2021-04-15,2027-04-14,57677137,2622,Construction Equip,Excellent,440002472,440002472,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1961,2021-04-15,2027-04-14,53558937,2622,Construction Equip,Developing,440002435,440002435,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2013,2021-04-15,2027-04-14,59234337,2622,Construction Equip,Excellent,440002399,440002399,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2020,2021-04-15,2027-04-14,57533937,2622,Construction Equip,Poor,440002462,440002462,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2210,2021-04-15,2027-04-14,59030237,2622,Construction Equip,Good,440002403,440002403,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2211,2025-05-16,2027-04-14,59030237,2622,Construction Equip,Excellent,600002267,600002267,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2222,2021-04-15,2027-04-14,55113838,2622,Construction Equip,Good,440002436,440002436,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2224,2021-04-15,2027-04-14,58987137,2622,Construction Equip,Average,440002443,440002443,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2226,2021-04-15,2027-04-14,58913237,2622,Construction Equip,Developing,440002445,440002445,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2227,2025-05-16,2027-04-14,58913237,2622,Construction Equip,Developing,600002248,600002248,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2228,2021-04-15,2027-04-14,54936838,2622,Construction Equip,Excellent,440002454,440002454,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2262,2022-05-07,2027-04-14,59034637,2672,Engineering & Proj,Good,600000472,600000472,N,117,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2457,2021-04-15,2027-04-14,59303237,2622,Construction Equip,Excellent,440002642,440002642,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2502,2021-04-15,2027-04-14,59374937,2622,Construction Equip,Average,440002559,440002559,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2516,2021-12-14,2027-04-14,59412338,2622,Construction Equip,Average,600000064,600000064,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2106,2019-12-07,2022-08-14,57026837,3602,Not address by SC,Developing,440002122,440002122,Y,313,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2107,2019-12-14,2024-11-16,54114437,1692,IT,Good,440002129,440002129,N,107,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2517,2025-05-16,2027-04-14,59412338,2622,Construction Equip,Developing,600002266,600002266,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2109,2021-11-13,2024-04-13,54132137,2622,Construction Equip,Developing,599999970,599999970,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2527,2021-04-15,2027-04-14,59423437,2622,Construction Equip,Good,440002484,440002484,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2595,2019-10-30,2027-04-14,59488837,2832,Training Svcs,Excellent,440002057,440002057,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2112,2023-05-14,2025-05-13,54142537,1832,EV Equip & Services,Excellent,600001084,600001084,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2616,2025-03-03,2027-04-14,59518837,2622,Construction Equip,Excellent,600002113,600002113,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2757,2021-12-14,2027-04-14,59638637,2622,Construction Equip,Average,600000062,600000062,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2115,2020-01-25,2022-07-13,57277737,2762,Marketing & Commun,Good,440002158,440002158,N,131,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2799,2021-04-15,2027-04-14,59697837,2622,Construction Equip,Good,440002404,440002404,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2117,2020-02-29,2021-04-29,54480937,1692,IT,Excellent,440002188,440002188,Y,107,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2803,2021-04-15,2027-04-14,59698537,2622,Construction Equip,Good,440002424,440002424,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2119,2020-03-11,2024-12-13,57682037,2862,Vegetation Mgmt,Good,440002201,440002201,N,119,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2120,2020-04-14,2023-04-14,57102738,1702,Major Gen Powerhouse,Good,440002203,440002203,N,302,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2825,2021-04-15,2027-04-14,59702037,2622,Construction Equip,Excellent,440002418,440002418,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2122,2020-04-14,2023-04-14,56021437,1702,Major Gen Powerhouse,Excellent,440002205,440002205,N,302,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2829,2021-12-14,2027-04-14,59702437,2622,Construction Equip,Good,600000063,600000063,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2836,2021-04-15,2027-04-14,59702937,2622,Construction Equip,Good,440002413,440002413,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2125,2020-03-28,2023-03-28,56843337,2832,Training Svcs,Good,440002210,440002210,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2126,2020-03-28,2023-02-04,55808937,2682,Environment Svc,Excellent,440002218,440002218,Y,107,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2127,2020-04-04,2025-04-05,59026337,2832,Training Svcs,Good,440002222,440002222,N,103,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2853,2025-12-14,2027-04-14,59706137,2622,Construction Equip,Developing,600002590,600002590,N,107,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2989,2022-12-11,2027-04-14,59962137,2622,Construction Equip,Poor,600000793,600000793,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2995,2023-06-17,2027-04-14,59994637,2622,Construction Equip,Excellent,600001118,600001118,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3050,2025-02-19,2027-04-14,60095837,2622,Construction Equip,Excellent,600002036,600002036,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2132,2020-05-15,2025-05-15,58999737,2792,Site Safety Svcs,Good,440002228,440002228,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3104,2024-12-17,2027-04-14,60332337,2622,Construction Equip,Excellent,600002002,600002002,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3105,2025-05-16,2027-04-14,60332337,2622,Construction Equip,Good,600002247,600002247,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3116,2025-02-13,2027-04-14,60358337,2622,Construction Equip,Good,600002079,600002079,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3117,2025-05-16,2027-04-14,60358337,2622,Construction Equip,Developing,600002250,600002250,N,133,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3146,2021-04-15,2027-04-14,60432337,2622,Construction Equip,Poor,600002083,600002083,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3150,2025-02-16,2027-04-14,60449137,2622,Construction Equip,Developing,600002105,600002105,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2139,2020-06-13,2025-04-14,59115037,2832,Training Svcs,Excellent,440002251,440002251,N,116,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2140,2013-04-15,2023-02-12,54345637,2602,Aviation Svcs,Good,600000606,600000606,N,111,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
3151,2025-02-13,2027-04-14,60452037,2622,Construction Equip,Average,600002104,600002104,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3163,2025-03-11,2027-04-14,60480338,2622,Construction Equip,Excellent,600002396,600002396,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2143,2022-04-26,2024-12-13,54360038,1712,Metering & Network,Excellent,600000416,600000416,N,116,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2144,2016-01-11,2022-02-12,54364137,2722,Field Waste Mgmt,Excellent,440002573,440002573,N,112,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
268,2020-04-14,2027-04-15,49647450,1702,Major Gen Powerhouse,Good,440002211,440002211,N,327,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
1412,2022-05-14,2027-04-16,50904137,2632,Consulting Svcs,Excellent,600001404,600001404,N,135,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1892,2024-04-30,2027-04-30,59266937,1832,EV Equip & Services,Average,600001549,600001549,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1100,2024-05-13,2027-05-13,50232437,1832,EV Equip & Services,Poor,600001570,600001570,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2149,2019-09-15,2022-09-17,56278337,2832,Training Svcs,Good,440002287,440002287,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2150,2019-09-15,2021-08-24,57856937,2832,Training Svcs,Excellent,440002292,440002292,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2151,2020-10-15,2021-12-13,58956137,2822,Traffic Mgmt Svc,Developing,440002293,440002293,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
